Key,Key Description,Valid Values,columnType,Parent,Module
speciesName,"The scientific name of the species (typically a taxonomic group, ex. ""Eremophila alpestris"") the individual belongs to.",,,ManifestColumn,Metadata
specimenAge,The subject's age at the time of specimen extraction is the individual's age (since birth) at the time a given specimen was extracted. Measured as age in years.,,,ManifestColumn,Metadata
specimenID,"Identifying string linked to a particular sample or specimen, provided by the data contributor",,string,ManifestColumn,Metadata
spectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz),,number,ManifestColumn,Metadata
taxon,"Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",,,ManifestColumn,Metadata
tissue,Indicate the tissue the specimen is from,"Accessory Tissue, Acinar Salivary Gland System, Adipose Tissue, Adrenal Cortex, Adrenal Gland Tissue, Adrenal Medulla, Alveolar Duct, Alveolar Epithelium, Alveolar Sac, Alveolar Septum, Anal Mucosa, Aorta Endothelium, Aorta Smooth Muscle Tissue, Arachnoid Membrane, Arterial System Endothelium, Arterial System Smooth Muscle Tissue, Arteriole Endothelium, Arteriole Smooth Muscle Tissue, Artery Endothelium, Artery Smooth Muscle Tissue, Basement Membrane, Basilar Membrane, Basilar Membrane of the Membranous Canal of the Cochlea, Bile Duct Epithelium, Bile Duct Tissue, Bladder Lamina Propria, Bladder Mucosa, Bladder Muscular Coat, Bladder Muscularis Mucosa, Bladder Serosal Surface, Bladder Tissue, Bladder Urothelium, Blood Vessel Endothelium, Blood Vessel Tissue, Bone Matrix, Bone Tissue, Bone Trabeculae, Bowman's Membrane, Brain Arachnoid Membrane, Brain Dura Mater, Brain Gray Matter, Brain Pia Mater, Brain White Matter, Breast Fibroglandular Tissue, Bronchial Epithelium, Bronchiole Epithelium, Bronchus Basement Membrane, Bronchus Connective Tissue, Bronchus Elastic Tissue, Bronchus Lamina Propria, Bronchus Smooth Muscle Tissue, Bronchus Submucosa, Bronchus-Associated Lymphoid Tissue, Brown Adipose Tissue, Buccal Mucosa, Bulbar Conjunctiva, Canalis Radicis Dentis, Capillary Endothelium, Cardiac Tissue, Cartilage Matrix, Cartilaginous Tissue, Cementum, Central Zone of the Prostatic Parenchyma, Cerebellum White Matter, Cerebral Meninges, Cerebral White Matter, Cervix Epithelium, Cervix Glandular Epithelium, Cervix Squamous Epithelium, Choristoma, Choroid, Choroid Plexus Epithelium, Choroid Plexus Epithelium of the Fourth Ventricle, Choroid Plexus Epithelium of the Lateral Ventricle, Ciliary Epithelium, Ciliated Respiratory Mucosa, Classic Lobule, Colonic Mucosa, Columnar Epithelium, Conjunctiva, Conjunctival Epithelium, Connective Tissue, Connective Tissue Component of the Peripheral Nerve, Connective Tissue Proper, Connective and Soft Tissue, Corneal Endothelium, Corneal Epithelium, Corpus Callosum, Cortical Bone, Cortical Cell Layer, Cortical Cell Layer of the Cerebellum, Cortical Cell Layer of the Cerebral Cortex, Crypt Epithelium, Cuboidal Epithelium, Deep Gray Matter, Demineralized Bone Tissue, Dense Connective Tissue, Dental Pulp, Dentin, Dermal Papilla, Dermis, Dermo-Epidermal Junction, Descemet's Membrane, Digestive System Lamina Propria, Duct Salivary Gland System, Ductal Epithelium, Duodenal Mucosa, Dura Mater, Ectocervical Mucosa, Ectoderm, Efferent Ductule Epithelium, Elastic Cartilage, Embryonic Connective Tissue, Embryonic Tissue, Enamel, Endocervical Glandular Epithelium, Endocervical Mucosa, Endocrine Reproductive Tissue, Endoderm, Endometrial Tissue, Endometrium, Endoneurium, Endosteum, Endothelium, Endothelium of the Glomerular Capillary, Ependyma, Ependyma and Remnants of the Central Canal of the Spinal Cord, Epidermis, Epineurium, Episclera, Epithelial Tissue, Epithelium, Esophageal Epithelium, Esophageal Lamina Propria, Esophageal Mucosa, Esophageal Muscular Coat, Esophageal Muscularis Mucosa, Esophageal Serosal Surface, Esophageal Squamous Epithelium, Esophageal Tissue, External Elastic Membrane, External Granular Layer of the Cerebral Cortex, External Pyramidal Cell Layer of the Cerebral Cortex, Extracapsular Tissue, Extracellular Matrix, Extrahepatic Bile Duct Epithelium, Eyelid Connective Tissue, Eyelid Subcutaneous Connective Tissue, Fascicle, Fat Pad, Fibroadipose Tissue, Fibrocartilage, Fibrous Tissue, Foramen Apicis Dentis, Fourth Ventricle Ependyma, Gallbladder Epithelium, Gallbladder Lamina Propria, Gallbladder Serosal Surface, Gallbladder Smooth Muscle Tissue, Ganglion Cell Layer, Ganglionic Layer of the Cerebral Cortex, Gastric Mucosa, Gastric Muscular Coat, Gastric Muscularis Mucosa, Gastric Serosal Surface, Gastric Submucosa, Gastric Tissue, Genital Tubercle, Germinal Center, Germinal Epithelium, Germinal Layer, Germinative Follicular Epithelium, Gingiva, Gingival Epithelium, Gingival Mucosa, Glandular Epithelial Tissue, Glandular Epithelium, Glomerular Basement Membrane, Granular Layer of the Cerebellum, Gray Matter, Gray Matter of the Spinal Cord, Gubernaculum Testis, Gut Epithelium, Gut-Associated Lymphoid Tissue, Hassall's Corpuscle, Haversian Canal, Haversian System, Heart Valve Tissue, Hematopoietic Tissue, Hematopoietic and Lymphoid Tissue, Hepatic Lobule, Hepatic Sinusoid, Hepatic Tissue, Hepatobiliary Tissue, Hyaline Cartilage, Iliotibial Band, Immature Bone, Inner Enamel Epithelium, Inner Limiting Membrane, Inner Membrane Amniotic Membrane Tissue, Inner Nuclear Layer, Inner Plexiform Layer, Interfollicular Area of the Lymph Node, Intermediate Mesoderm, Internal Elastic Membrane, Internal Granular Layer of the Cerebellum, Internal Granular Layer of the Cerebral Cortex, Intestinal Epithelium, Intestinal Mucosa, Intestinal Serosal Surface, Intestinal Smooth Muscle Tissue, Intestinal Wall Tissue, Intrahepatic Bile Duct Epithelium, Intraparenchymal, Irregular Dense Connective Tissue, Islet of Langerhans, Joint Capsule, Juxtaglomerular Apparatus, Lactiferous Duct, Lamella of Harvesian System, Lamina Propria, Large Intestinal Lamina Propria, Large Intestinal Mucosa, Large Intestinal Muscular Coat, Large Intestinal Muscularis Mucosa, Large Intestinal Serosal Surface, Large Intestinal Submucosa, Large Intestinal Wall Tissue, Laryngeal Connective Tissue, Laryngeal Epithelium, Laryngeal Mucosa, Lateral Mesoderm, Lateral Ventricle Ependyma, Layer of the Ophthalmic Nerve Fibers, Layer of the Rods and Cones, Left Lung Alveolar Duct, Leptomeninges, Liver Acinus, Loose Connective Tissue, Lower Gingiva, Lung Tissue, Lymph Node Cortex, Lymph Node Germinal Center, Lymph Node Lymphoid Follicle, Lymph Node Medullary Portion, Lymph Node Sinus, Lymph Node Subcapsular Sinus, Lymph Node Tissue, Lymph Node Trabecula, Lymphatic Vessel Endothelium, Lymphatic Vessel Smooth Muscle Tissue, Lymphoid Follicle, Lymphoid Tissue, Mammary Epithelium, Mammary Gland Tissue, Mantle Zone, Marginal Zone, Marginal Zone of the Lymph Node, Mature Bone, Mediastinal Pleura, Mediastinal Soft Tissue, Medullary Bone, Membrane, Membrane of Reissner, Membrane of the Brain or Spinal Cord, Meningeal Layer of the Dura Mater, Meninges, Mesangium, Mesenchyme, Mesoderm, Mesonephric Remnants, Mesothelium, Molecular Layer of the Cerebellum, Molecular Layer of the Cerebral Cortex, Mucosa, Mucosa of the Lip, Mucosa of the Lower Lip, Mucosa of the Upper Lip, Mucosa-Associated Lymphoid Tissue, Mucous Connective Tissue, Multiform Cell Layer of the Cerebral Cortex, Muscle Layer, Muscle Tissue, Muscularis Mucosa, Myelin Sheath, Myocardium, Myometrium, Nasal Cavity Epithelium, Nasal Cavity Respiratory Epithelium, Nasal Mucosa, Nasal Soft Tissue, Nasopharynx Epithelium, Nephron, Nerve Sheath, Nerve Tissue, Nerve Tissue and Nerve Sheaths, Neural Retina, Neuroectoderm, Neuroendocrine Tissue, Neuroepithelial Tissue, Neuropil, Nodular Parenchymal Tissue, Non-Cellular Component, Non-Valve Cardiac Conduit Tissue, Not applicable, Not collected, Ocular Tissue, Odontogenic Ectomesenchyme, Odontogenic Epithelium, Odontogenic Tissue, Olfactory Epithelium, Olfactory Mucosa, Oral Cavity Epithelium, Oral Mucosa, Oropharyngeal Lymphoid Tissue, Oropharyngeal Soft Tissue, Oropharyngeal Tissue, Oropharynx Epithelium, Osteoid, Other, Outer Enamel Epithelium, Outer Limiting Membrane, Outer Nuclear Layer, Outer Plexiform Layer, Ovarian Cortex, Ovarian Medulla, Ovarian Surface Epithelium, Ovarian Tissue, Palpebral Conjunctiva, Pancreatic Acinus, Papillary Dermis, Papillary-Reticular Dermal Interface, Parametrium, Paranasal Sinus Epithelium, Paratesticular Soft Tissue, Parathyroid Gland Epithelial Tissue, Parathyroid Gland Follicle, Parathyroid Gland Tissue, Paraxial Mesoderm, Parenchyma, Parietal Pleura, Pelvic Peritoneum, Penis Erectile Tissue, Perforating Canal, Periarteriolar Lymphoid Sheath, Pericardium, Perineural Tissue, Perineurium, Periodontium, Periorbital Soft Tissue, Periosteum, Peripheral Nerve Sheath, Peripheral Zone of the Prostatic Parenchyma, Perisinusoidal Space, Peritoneum, Periurethral Zone of the Prostatic Parenchyma, Peyer Patch, Peyer Patch Germinal Center, Peyer Patch Lymphoid Follicle, Pia Mater, Pigment Epithelium, Pineal Parenchyma, Placenta Tissue without Amniotic Elements, Pleura, Portal Lobule, Portal Triad, Posterior Pigment Epithelium, Prefrontal Cortex, Prepuce Epithelium, Prostatic Duct Tissue, Prostatic Epithelium, Prostatic Muscular Tissue, Prostatic Stroma, Prostatic Tissue, Pseudostratified Columnar Ciliated Epithelium, Pseudostratified Columnar Epithelium, Pseudostratified Epithelium, Pulmonary Lobule, Purkinje Cell Layer of the Cerebellum, Pyramid of Ferrein, Pyramid of Malpighi, Rathke Pouch Epithelium, Regular Dense Connective Tissue, Remnants of the Central Canal of the Spinal Cord, Remnants of the Notochord, Renal Cortex, Renal Interstitial Tissue, Renal Medulla, Renal Pelvis Urothelium, Renal Pyramid, Renal Tissue, Renal Tubule Basement Membrane, Renal Tubule Epithelium, Reproductive Tissue, Respiratory Bronchiole Epithelium, Reticular Dermis, Retina Layer, Retinal Pigment Epithelium, Right Lung Alveolar Duct, Salivary Gland Tissue, Secondary Tympanic Membrane, Seminal Vesicle Epithelium, Seminiferous Epithelium, Seminiferous Tubule, Serosa, Serosal Surface of the Liver, Sheath of Schwann, Simple Columnar Epithelium, Simple Cuboidal Epithelium, Simple Epithelium, Simple Squamous Epithelium, Skeletal Muscle Tissue, Skin Tissue, Small Intestinal Lamina Propria, Small Intestinal Mucosa, Small Intestinal Muscular Coat, Small Intestinal Muscularis Mucosa, Small Intestinal Serosal Surface, Small Intestinal Submucosa, Small Intestinal Wall Tissue, Smooth Muscle Tissue, Soft Tissue, Spinal Cord Arachnoid Membrane, Spinal Cord Dura Mater, Spinal Cord Pia Mater, Spinal Meninges, Splenic Cord, Splenic Germinal Center, Splenic Lymphoid Follicle, Splenic Marginal Sinus, Splenic Marginal Zone, Splenic Pulp, Splenic Red Pulp, Splenic Sinus, Splenic Tissue, Splenic Trabecula, Splenic White Pulp, Squamous Epithelium, Stratified Columnar Epithelium, Stratified Cuboidal Epithelium, Stratified Epithelium, Stratified Squamous Epithelium, Striated Muscle Tissue, Stroma, Subcapsular Epithelium of the Lens, Subcutis, Subependymal Tissue, Submucosa, Subserosa, Substantia Nigra, Superficial Myometrium, Suprachorioid Lamina, Surface Ectoderm, Synovial Membrane, Tectorial Membrane, Terminal Bronchiole Epithelium, Terminal Ductal Lobular Unit, Testicular Tissue, Thymic Epithelial Tissue, Thymic Lobule, Thymic Lymphoid Tissue, Thymic Tissue, Thymic Trabecula, Thymus Cortex, Thymus Medulla, Thyroid Gland Epithelial Tissue, Thyroid Gland Follicle, Thyroid Gland Tissue, Tongue Epithelium, Tongue Skeletal Muscle Tissue, Tonsillar Lymphoid Tissue, Tonsillar Tissue, Trachea Basement Membrane, Trachea Lamina Propria, Trachea Smooth Muscle Tissue, Trachea Submucosa, Tracheal Epithelium, Transitional Epithelium, Transitional Zone of the Prostatic Parenchyma, Tunica Adventitia, Tunica Intima, Tunica Media, Tympanic Epithelium, Tympanic Membrane, Umbilical Cord Tissue, Unknown, Upper Gingiva, Urachal Epithelium, Urethra Epithelium, Urethra Urothelium, Urothelium, Uterus Serosal Surface, Vaginal Epithelium, Vaginal Squamous Epithelium, Vas Deferens Epithelium, Vascular Endothelium, Vascular Smooth Muscle Tissue, Vein Endothelium, Vena Cava Endothelium, Venous System Endothelium, Venous System Smooth Muscle Tissue, Ventricular Wall of the Heart, Venule Endothelium, Visceral Pleura, Visceral Striated Muscle Tissue, Waldeyer Ring, White Adipose Tissue, White Matter, White Matter of the Spinal Cord, and Nerve Sheaths, blood,Abdominal Peritoneum",,ManifestColumn,Metadata
vacuumPressure,The recorded vacuum pressure value,,number,ManifestColumn,Metadata
vacuumPressureUnit,Unit of vacuum pressure value,"AI, AU/ml, DK units/ml, HAU, IU, IU/ml, Kallikrein Inactivator Unit per Milliliter, M, MOI, NPX, Not Specified, OtherVacuumPressureUnit, PFU, PFUe, Pound, TCID50, bpg/dl, g/l, gm, iu/l, kg, l, mM, mg, mg/dl, mg/l, mg/ml, miu/ml, ml, nM, ng, ng/dl, ng/ml, ng/nl, ng/ul, nl, optical density, pM, pg, pg/mg creatinine, pg/ml, pg/nl, pg/ul, pl, uM, ug, ug/dl, ug/l, ug/ml, ug/ul, uiu/ml, ul, umol/l, units/ml,AFU",string,ManifestColumn,Metadata
visitCode,"Indicate which longitudinal visit for the individual the data comes from, provided by the data contributor's data dictionary",,,ManifestColumn,Metadata
White,Related to demographics,,,Demographics,Metadata
