Key,Key Description,Type,Source,module
Multiracial,Race of individual,STRING,"Sage Bionetworks,https://jamanetwork.com/pages/inclusive-language,https://thesaurus.cancer.gov/ncitbrowser/pages/home.jsfversion=23.04d,https://www.synapse.org/#!Synapse:syn25878249",
NCBIGene,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",STRING,Sage Bionetworks,
NEBNext,Method by which library was prepared,STRING,Sage Bionetworks,
NISTSRM1950,Control samples suitable for normalization and batch correction,STRING,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,
NIST17,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).",STRING,http://purl.obolibrary.org/obo/MS_1001013,
NKcell,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
NY,Name of the field center ,STRING,Sage Bionetworks,
NanostringCounter,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",STRING,"DSLWG,Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C45378",
NanostringGeoMx,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",STRING,"DSLWG,Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C45378",
NasalSwab,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
NasalSwaborNoseSpecimen,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
Nasallavagefluid,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
NasopharyngealSwabSpecimen,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
NativeHawaiianorOtherRacePacificIslander,Race of individual,STRING,"Sage Bionetworks,https://jamanetwork.com/pages/inclusive-language,https://thesaurus.cancer.gov/ncitbrowser/pages/home.jsfversion=23.04d,https://www.synapse.org/#!Synapse:syn25878249",
Negative,Ion charge state (positive or negative-ion analysis),STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
NegativeControl,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
Neutrophil,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
NexteraXT,Method by which library was prepared,STRING,Sage Bionetworks,
NotHispanicorLatinoEthnicity,Ethnicity of individual,STRING,"Sage Bionetworks,https://www.synapse.org/#!Synapse:syn25878249",
NotSpecified,"Method by which library was prepared,The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).,The name of the process used to separate a desired component of an input material from the remainder,The public repository name for the transcript (for example, Ensembl or NCBI Gene),The model of the mass spectrometer  used,Library Version: for example, rnaSeq 10x library version,The unit of measurement for number of samples in a batch,Isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.,Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out fragment ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),The type of transcript reported,Unit of treatment amount,Unit of lens voltages,The unit of measurement for number of samples in a experimental batch,Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,The unit for the result value,Unit of gas flow temperature,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.,DNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,DNA isolation batch,The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).,The data file provides the name of the raw file generated by the instrument. The data files can be instrument raw files but also converted peak lists such as mzML, MGF or result files like mzIdentML.,The general strategy by which the library was prepared,The name of the acquisition software used,the type of biospecimen subjected to analysis,The type of sample collected,specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Unit of treatment duration,Name(s) of the enzyme used,The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,Modification parameters for the search engine run. [ PSI: PI http://www.w3.org/2002/07/owl#Axiom ],Unit of treatment temperature,Unit of vacuum pressure value,The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).,Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,Control samples suitable for normalization and batch correction,The units of measurement.,Specified the mass spectrometer technique used or the name of the Proteomics assay used (ex. DDA),Specified the mass spectrometer technique used",STRING,"DSLWG,ImmPort,Proposed minimum metadata relative to mass spectrometry,Proteomics Sample Metadata,Sage Bionetworks,http://purl.obolibrary.org/obo/MS_1001012,http://purl.obolibrary.org/obo/MS_1001013,http://purl.obolibrary.org/obo/MS_1001455,http://purl.obolibrary.org/obo/NCIT_C156434,http://purl.obolibrary.org/obo/NCIT_C45378,http://purl.obolibrary.org/obo/OBI_0302884,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1001055,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1003213",
Notapplicable,"Indicate the organ the specimen is from,Method by which library was prepared,Type of biological material comprising the Specimen,The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).,The name of the process used to separate a desired component of an input material from the remainder,The method used for performing an enrichment of specific regions by a restriction enzyme digest,The public repository name for the transcript (for example, Ensembl or NCBI Gene),The model of the mass spectrometer  used,The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion""),The life stage of the individual. note: Other values are possible depending on life stage terminology for individual species. Please let the data curation team know.,The volume of the tissue sample. Measured in microliters.,Library Version: for example, rnaSeq 10x library version,The duration of captivity in months for the individuals in captivity (formatted in months, ex. 72 months). note: Applicable only to animals with captivity status captive.,The biological species common name the individual belongs to (ex. ""Horned Lark"").note: As a default, the valid scientific name for the species should be indicated. ,Isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.,Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out fragment ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other values are possible. Please let the data curation team know.,Indicate the biological area of the specimen,The subject's age at the time of specimen extraction is the individual's age (since birth) at the time a given specimen was extracted. Measured as age in years.,Ethnicity of individual,The mass of the tissue specimen. Measured in mg.,The type of transcript reported,The biological sex of the individual,Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,Age of individual (formatted in months, ex. ""72 months""). note: Uncertainty about the age might require recording age by specifying a lower and upper estimate in months for the age of the animal.,Whether the individual has been diagnosed with a condition or disease (physical and/or cognitive), ""True"" indicates the individual has been diagnosed,Type of peptide quantification used (ex. Label Free),The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,The calculated age of the sample, measurement is determined or coded by the data contributor. ,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.,Was individual fasting when the sample was taken (true/false),DNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,DNA isolation batch,Indicate the disease or condition.,Indicate the geographic region for the individual (shown as ex. ""840""),The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).,Indicate the consent group for the individual, provided by the data contributor's data dictionary,Indicates whether or not the bisulfiteSeq library is directional,The scientific name of the species (typically a taxonomic group, ex. ""Eremophila alpestris"") the individual belongs to.,The data file provides the name of the raw file generated by the instrument. The data files can be instrument raw files but also converted peak lists such as mzML, MGF or result files like mzIdentML.,The general strategy by which the library was prepared,The name of the acquisition software used,Indicate the tissue the specimen is from,Race of individual,the type of biospecimen subjected to analysis,specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Was the sample taken after death (true/false),Indicate which longitudinal visit for the individual the data comes from, provided by the data contributor's data dictionary,Name of the cohort the individual belongs to,Name(s) of the enzyme used,Indicate the cell type. ,The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.,Age of the individual (age in years of the individual at first recorded study event (enrollment, visit, observation, sample collection, survey completion, etc.),Modification parameters for the search engine run. [ PSI: PI http://www.w3.org/2002/07/owl#Axiom ],The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).,Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Name of the field center ,Control samples suitable for normalization and batch correction,Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,The taxonomic ranking including both species and subspecies the individual belongs to.,Specified the mass spectrometer technique used or the name of the Proteomics assay used (ex. DDA),Specified the mass spectrometer technique used,Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",STRING,"-The%20age%20of,-The%20duration%20of,-The%20status%20of,Biological Collections Ontology,DSLWG,ImmPort,Proposed minimum metadata relative to mass spectrometry,Proteomics Sample Metadata,Sage Bionetworks,age,captivity%20duration,captivity%20status,http://edamontology.org/data_1179,http://purl.obolibrary.org/obo/MS_1001012,http://purl.obolibrary.org/obo/MS_1001013,http://purl.obolibrary.org/obo/MS_1001455,http://purl.obolibrary.org/obo/NCIT_C12801,http://purl.obolibrary.org/obo/NCIT_C13018,http://purl.obolibrary.org/obo/NCIT_C156434,http://purl.obolibrary.org/obo/NCIT_C28421,http://purl.obolibrary.org/obo/NCIT_C45378,http://purl.obolibrary.org/obo/NCIT_C70713,http://purl.obolibrary.org/obo/OBI_0302884,http://purl.obolibrary.org/obo/TAXRANK_0000010,https://bioportal.bioontology.org/ontologies/CCF/p=classes&conceptid=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,https://jamanetwork.com/pages/inclusive-language,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,https://ontobee.org/ontology/NCITiri=http://purl.obolibrary.org/obo/NCIT_C62690https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1045,https://thesaurus.cancer.gov/ncitbrowser/pages/home.jsfversion=23.04d,https://wits.worldbank.org/countryprofile/metadata/en/country/all,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=of%20the%20animal.-,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=range%3A%20female%3B%20male-,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004537&lang=en&viewMode=PreferredRoots&siblings=false,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1045,https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1874,https://www.ebi.ac.uk/ols/ontologies/hp,https://www.ebi.ac.uk/ols/ontologies/maxo,https://www.ebi.ac.uk/ols/ontologies/mondo,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1001055,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1003213,https://www.ebi.ac.uk/ols/ontologies/pato,https://www.ebi.ac.uk/ols/ontologies/pride/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FPRIDE_0000514&viewMode=All&siblings=false,https://www.ncbi.nlm.nih.gov/taxonomy,https://www.synapse.org/#!Synapse:syn25878249,life%20stage",
Notcollected,"Indicate the organ the specimen is from,Method by which library was prepared,Type of biological material comprising the Specimen,The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).,The name of the process used to separate a desired component of an input material from the remainder,The method used for performing an enrichment of specific regions by a restriction enzyme digest,The public repository name for the transcript (for example, Ensembl or NCBI Gene),The model of the mass spectrometer  used,The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion""),The life stage of the individual. note: Other values are possible depending on life stage terminology for individual species. Please let the data curation team know.,The volume of the tissue sample. Measured in microliters.,Library Version: for example, rnaSeq 10x library version,The duration of captivity in months for the individuals in captivity (formatted in months, ex. 72 months). note: Applicable only to animals with captivity status captive.,The biological species common name the individual belongs to (ex. ""Horned Lark"").note: As a default, the valid scientific name for the species should be indicated. ,Isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.,Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out fragment ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other values are possible. Please let the data curation team know.,Indicate the biological area of the specimen,The subject's age at the time of specimen extraction is the individual's age (since birth) at the time a given specimen was extracted. Measured as age in years.,Ethnicity of individual,The mass of the tissue specimen. Measured in mg.,The type of transcript reported,The biological sex of the individual,Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,Age of individual (formatted in months, ex. ""72 months""). note: Uncertainty about the age might require recording age by specifying a lower and upper estimate in months for the age of the animal.,Whether the individual has been diagnosed with a condition or disease (physical and/or cognitive), ""True"" indicates the individual has been diagnosed,Type of peptide quantification used (ex. Label Free),The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,The calculated age of the sample, measurement is determined or coded by the data contributor. ,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.,Was individual fasting when the sample was taken (true/false),DNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,DNA isolation batch,Indicate the disease or condition.,Indicate the geographic region for the individual (shown as ex. ""840""),The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).,Indicate the consent group for the individual, provided by the data contributor's data dictionary,Indicates whether or not the bisulfiteSeq library is directional,The scientific name of the species (typically a taxonomic group, ex. ""Eremophila alpestris"") the individual belongs to.,The data file provides the name of the raw file generated by the instrument. The data files can be instrument raw files but also converted peak lists such as mzML, MGF or result files like mzIdentML.,The general strategy by which the library was prepared,The name of the acquisition software used,Indicate the tissue the specimen is from,Race of individual,the type of biospecimen subjected to analysis,specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Was the sample taken after death (true/false),Indicate which longitudinal visit for the individual the data comes from, provided by the data contributor's data dictionary,Name of the cohort the individual belongs to,Name(s) of the enzyme used,Indicate the cell type. ,The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.,Age of the individual (age in years of the individual at first recorded study event (enrollment, visit, observation, sample collection, survey completion, etc.),Modification parameters for the search engine run. [ PSI: PI http://www.w3.org/2002/07/owl#Axiom ],The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).,Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Name of the field center ,Control samples suitable for normalization and batch correction,Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,The taxonomic ranking including both species and subspecies the individual belongs to.,Specified the mass spectrometer technique used or the name of the Proteomics assay used (ex. DDA),Specified the mass spectrometer technique used,Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",STRING,"-The%20age%20of,-The%20duration%20of,-The%20status%20of,Biological Collections Ontology,DSLWG,ImmPort,Proposed minimum metadata relative to mass spectrometry,Proteomics Sample Metadata,Sage Bionetworks,age,captivity%20duration,captivity%20status,http://edamontology.org/data_1179,http://purl.obolibrary.org/obo/MS_1001012,http://purl.obolibrary.org/obo/MS_1001013,http://purl.obolibrary.org/obo/MS_1001455,http://purl.obolibrary.org/obo/NCIT_C12801,http://purl.obolibrary.org/obo/NCIT_C13018,http://purl.obolibrary.org/obo/NCIT_C156434,http://purl.obolibrary.org/obo/NCIT_C28421,http://purl.obolibrary.org/obo/NCIT_C45378,http://purl.obolibrary.org/obo/NCIT_C70713,http://purl.obolibrary.org/obo/OBI_0302884,http://purl.obolibrary.org/obo/TAXRANK_0000010,https://bioportal.bioontology.org/ontologies/CCF/p=classes&conceptid=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,https://jamanetwork.com/pages/inclusive-language,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,https://ontobee.org/ontology/NCITiri=http://purl.obolibrary.org/obo/NCIT_C62690https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1045,https://thesaurus.cancer.gov/ncitbrowser/pages/home.jsfversion=23.04d,https://wits.worldbank.org/countryprofile/metadata/en/country/all,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=of%20the%20animal.-,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=range%3A%20female%3B%20male-,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004537&lang=en&viewMode=PreferredRoots&siblings=false,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1045,https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1874,https://www.ebi.ac.uk/ols/ontologies/hp,https://www.ebi.ac.uk/ols/ontologies/maxo,https://www.ebi.ac.uk/ols/ontologies/mondo,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1001055,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1003213,https://www.ebi.ac.uk/ols/ontologies/pato,https://www.ebi.ac.uk/ols/ontologies/pride/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FPRIDE_0000514&viewMode=All&siblings=false,https://www.ncbi.nlm.nih.gov/taxonomy,https://www.synapse.org/#!Synapse:syn25878249,life%20stage",
OlympusDP80,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",STRING,"DSLWG,Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C45378",
OmniATAC,Method by which library was prepared,STRING,Sage Bionetworks,
OpticNerve,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
OrbitrapFusion,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out fragment ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
OrbitrapFusionLumos,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out fragment ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
OrbitrapFusionLumosTribrid,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",STRING,"DSLWG,Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C45378",
Organoids,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
OropharyngealSwabSpecimen,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
Osteoblasts,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
OtherAcquisitionBatchSizeUnitAcquisitionBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
OtherBatchSizeUnitBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
OtherCaptivityStatus,"The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other values are possible. Please let the data curation team know.",STRING,"-The%20status%20of,captivity%20status,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=of%20the%20animal.-",
OtherCellType,Indicate the cell type. ,STRING,"https://bioportal.bioontology.org/ontologies/CCF/p=classes&conceptid=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type",
OtherCleavageAgentsCleavageAgents,Name(s) of the enzyme used,STRING,Proteomics Sample Metadata,
OtherCohort,Name of the cohort the individual belongs to,STRING,Sage Bionetworks,
OtherConsentGroupID,"Indicate the consent group for the individual, provided by the data contributor's data dictionary",STRING,Sage Bionetworks,
OtherControlType,"Control samples suitable for normalization and batch correction,When controlType = other",STRING,"Sage Bionetworks,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG",
OtherConversionRatioUnits,The units of measurement.,STRING,Sage Bionetworks,
OtherCountryCode,"Indicate the geographic region for the individual (shown as ex. ""840"")",STRING,https://wits.worldbank.org/countryprofile/metadata/en/country/all,
OtherDatabaseNameDatabaseName,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).",STRING,http://purl.obolibrary.org/obo/MS_1001013,
OtherDatabaseSourceDatabaseSource,"The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).",STRING,http://purl.obolibrary.org/obo/MS_1001012,
OtherDiagnosis,Indicate the disease or condition.,STRING,"https://www.ebi.ac.uk/ols/ontologies/hp,https://www.ebi.ac.uk/ols/ontologies/maxo,https://www.ebi.ac.uk/ols/ontologies/mondo",
OtherDigestionMethodDigestionMethod,"The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion"")",STRING,"DSLWG,Sage Bionetworks",
OtherDnaBatchID,"DNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,DNA isolation batch",STRING,Sage Bionetworks,
OtherDnaBatchSizeUnitDnaBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
OtherEnrichmentMethod,The method used for performing an enrichment of specific regions by a restriction enzyme digest,STRING,Sage Bionetworks,
OtherEthnicity,Ethnicity of individual,STRING,"Sage Bionetworks,https://www.synapse.org/#!Synapse:syn25878249",
OtherExperiementalBatchSizeUnit,The unit of measurement for number of samples in a experimental batch,STRING,Sage Bionetworks,
OtherExtractionMethodExtractionMethod,The name of the process used to separate a desired component of an input material from the remainder,STRING,http://purl.obolibrary.org/obo/OBI_0302884,
OtherFastingState,Was individual fasting when the sample was taken (true/false),STRING,Sage Bionetworks,
OtherFieldCenterCode,Name of the field center ,STRING,Sage Bionetworks,
OtherIsPostMortem,Was the sample taken after death (true/false),STRING,Sage Bionetworks,
OtherLensVoltagesUnit,Unit of lens voltages,STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
OtherLibraryPrepLibraryPrep,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
OtherLibraryPreparationMethodLibraryPreparationMethod,Method by which library was prepared,STRING,Sage Bionetworks,
OtherLibraryVersionLibraryVersion,"Library Version: for example, rnaSeq 10x library version",STRING,Sage Bionetworks,
OtherLifeStage,The life stage of the individual. note: Other values are possible depending on life stage terminology for individual species. Please let the data curation team know.,STRING,"Biological Collections Ontology,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=range%3A%20female%3B%20male-,https://www.ebi.ac.uk/ols/ontologies/pato,life%20stage",
OtherModificationParametersModificationParameters,Modification parameters for the search engine run. [ PSI: PI http://www.w3.org/2002/07/owl#Axiom ],STRING,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1001055,
OtherMsAnalyteType,"When msAnalyteType = other,the type of biospecimen subjected to analysis",STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C156434",
